Any,Mes,Desc_Mes,Temperatura
1942,3,Març,11.7
1942,4,Abril,12.8
1942,5,Maig,16.5
1942,6,Juny,21.1
1942,7,Juliol,22.4
1942,8,Agost,21.9
1942,9,Setembre,20.4
1942,10,Octubre,18.2
1942,11,Novembre,10.8
1942,12,Desembre,8.7
1943,1,Gener,9.5
1943,2,Febrer,9.2
1943,3,Març,11.3
1943,4,Abril,14.3
1943,5,Maig,18.1
1943,6,Juny,21.7
1943,7,Juliol,23.2
1943,8,Agost,23.6
1943,9,Setembre,20.8
1943,10,Octubre,16.5
1943,11,Novembre,9.4
1943,12,Desembre,7.9
1944,1,Gener,9.5
1944,2,Febrer,5.8
1944,3,Març,9.4
1944,4,Abril,14.3
1944,5,Maig,17.0
1944,6,Juny,20.0
1944,7,Juliol,22.5
1944,8,Agost,24.3
1944,9,Setembre,20.0
1944,10,Octubre,13.6
1944,11,Novembre,11.5
1944,12,Desembre,7.3
1945,1,Gener,4.3
1945,2,Febrer,10.6
1945,3,Març,10.9
1945,4,Abril,15.3
1945,5,Maig,17.5
1945,6,Juny,22.3
1945,7,Juliol,24.1
1945,8,Agost,21.9
1945,9,Setembre,21.0
1945,10,Octubre,17.2
1945,11,Novembre,11.4
1945,12,Desembre,8.9
1946,1,Gener,6.6
1946,2,Febrer,9.6
1946,3,Març,9.4
1946,4,Abril,12.8
1946,5,Maig,15.0
1946,6,Juny,18.8
1946,7,Juliol,23.5
1946,8,Agost,22.4
1946,9,Setembre,21.4
1946,10,Octubre,16.7
1946,11,Novembre,10.9
1946,12,Desembre,6.5
1947,1,Gener,6.5
1947,2,Febrer,8.1
1947,3,Març,12.2
1947,4,Abril,14.5
1947,5,Maig,16.9
1947,6,Juny,22.3
1947,7,Juliol,25.1
1947,8,Agost,24.9
1947,9,Setembre,20.8
1947,10,Octubre,16.8
1947,11,Novembre,14.4
1947,12,Desembre,7.5
1948,1,Gener,9.4
1948,2,Febrer,9.1
1948,3,Març,13.1
1948,4,Abril,13.4
1948,5,Maig,16.3
1948,6,Juny,20.3
1948,7,Juliol,21.0
1948,8,Agost,23.4
1948,9,Setembre,20.3
1948,10,Octubre,16.6
1948,11,Novembre,14.0
1948,12,Desembre,10.3
1949,1,Gener,8.6
1949,2,Febrer,10.4
1949,3,Març,9.7
1949,4,Abril,15.1
1949,5,Maig,14.8
1949,6,Juny,20.9
1949,7,Juliol,25.6
1949,8,Agost,24.0
1949,9,Setembre,22.6
1949,10,Octubre,17.7
1949,11,Novembre,11.7
1949,12,Desembre,9.1
1950,1,Gener,8.4
1950,2,Febrer,10.1
1950,3,Març,11.4
1950,4,Abril,11.5
1950,5,Maig,16.6
1950,6,Juny,22.2
1950,7,Juliol,25.6
1950,8,Agost,22.9
1950,9,Setembre,20.6
1950,10,Octubre,17.1
1950,11,Novembre,13.1
1950,12,Desembre,5.9
1951,1,Gener,8.1
1951,2,Febrer,8.2
1951,3,Març,9.9
1951,4,Abril,11.5
1951,5,Maig,14.2
1951,6,Juny,20.1
1951,7,Juliol,22.6
1951,8,Agost,21.6
1951,9,Setembre,20.1
1951,10,Octubre,14.4
1951,11,Novembre,11.6
1951,12,Desembre,9.5
1952,1,Gener,5.7
1952,2,Febrer,7.6
1952,3,Març,12.3
1952,4,Abril,13.5
1952,5,Maig,17.8
1952,6,Juny,22.5
1952,7,Juliol,24.3
1952,8,Agost,23.6
1952,9,Setembre,18.7
1952,10,Octubre,16.6
1952,11,Novembre,10.9
1952,12,Desembre,8.3
1953,1,Gener,6.7
1953,2,Febrer,7.1
1953,3,Març,10.0
1953,4,Abril,13.3
1953,5,Maig,18.7
1953,6,Juny,18.5
1953,7,Juliol,21.9
1953,8,Agost,23.0
1953,9,Setembre,20.7
1953,10,Octubre,16.1
1953,11,Novembre,12.8
1953,12,Desembre,11.2
1954,1,Gener,6.1
1954,2,Febrer,6.8
1954,3,Març,10.7
1954,4,Abril,11.4
1954,5,Maig,15.0
1954,6,Juny,19.6
1954,7,Juliol,20.6
1954,8,Agost,21.5
1954,9,Setembre,20.2
1954,10,Octubre,17.4
1954,11,Novembre,13.3
1954,12,Desembre,10.0
1955,1,Gener,10.6
1955,2,Febrer,8.6
1955,3,Març,9.7
1955,4,Abril,13.8
1955,5,Maig,16.8
1955,6,Juny,19.6
1955,7,Juliol,23.4
1955,8,Agost,22.8
1955,9,Setembre,19.8
1955,10,Octubre,15.3
1955,11,Novembre,11.3
1955,12,Desembre,10.6
1956,1,Gener,8.9
1956,2,Febrer,2.5
1956,3,Març,10.4
1956,4,Abril,11.2
1956,5,Maig,17.0
1956,6,Juny,17.7
1956,7,Juliol,22.4
1956,8,Agost,22.0
1956,9,Setembre,21.0
1956,10,Octubre,15.0
1956,11,Novembre,9.1
1956,12,Desembre,8.1
1957,1,Gener,7.3
1957,2,Febrer,11.0
1957,3,Març,12.2
1957,4,Abril,12.4
1957,5,Maig,14.1
1957,6,Juny,18.5
1957,7,Juliol,22.0
1957,8,Agost,21.9
1957,9,Setembre,20.2
1957,10,Octubre,15.1
1957,11,Novembre,10.8
1957,12,Desembre,7.8
1958,1,Gener,7.3
1958,2,Febrer,10.5
1958,3,Març,10.3
1958,4,Abril,11.1
1958,5,Maig,17.3
1958,6,Juny,19.4
1958,7,Juliol,22.0
1958,8,Agost,22.8
1958,9,Setembre,21.7
1958,10,Octubre,15.9
1958,11,Novembre,11.6
1958,12,Desembre,9.6
1959,1,Gener,8.2
1959,2,Febrer,9.5
1959,3,Març,11.4
1959,4,Abril,13.4
1959,5,Maig,15.9
1959,6,Juny,19.8
1959,7,Juliol,24.0
1959,8,Agost,22.5
1959,9,Setembre,19.3
1959,10,Octubre,14.9
1959,11,Novembre,10.5
1959,12,Desembre,8.9
1960,1,Gener,8.1
1960,2,Febrer,9.6
1960,3,Març,11.2
1960,4,Abril,12.9
1960,5,Maig,18.1
1960,6,Juny,20.8
1960,7,Juliol,21.2
1960,8,Agost,22.0
1960,9,Setembre,18.4
1960,10,Octubre,14.1
1960,11,Novembre,11.6
1960,12,Desembre,6.6
1961,1,Gener,7.2
1961,2,Febrer,11.0
1961,3,Març,12.1
1961,4,Abril,14.8
1961,5,Maig,16.8
1961,6,Juny,20.8
1961,7,Juliol,22.8
1961,8,Agost,22.3
1961,9,Setembre,21.3
1961,10,Octubre,15.9
1961,11,Novembre,11.3
1961,12,Desembre,10.4
1962,1,Gener,9.5
1962,2,Febrer,8.0
1962,3,Març,9.2
1962,4,Abril,12.2
1962,5,Maig,15.0
1962,6,Juny,19.6
1962,7,Juliol,22.4
1962,8,Agost,23.8
1962,9,Setembre,21.0
1962,10,Octubre,16.7
1962,11,Novembre,9.1
1962,12,Desembre,6.8
1963,1,Gener,6.1
1963,2,Febrer,5.4
1963,3,Març,10.8
1963,4,Abril,12.7
1963,5,Maig,16.1
1963,6,Juny,19.5
1963,7,Juliol,23.7
1963,8,Agost,21.1
1963,9,Setembre,18.5
1963,10,Octubre,16.3
1963,11,Novembre,13.0
1963,12,Desembre,7.2
1964,1,Gener,7.4
1964,2,Febrer,9.2
1964,3,Març,10.4
1964,4,Abril,12.6
1964,5,Maig,18.4
1964,6,Juny,21.1
1964,7,Juliol,24.5
1964,8,Agost,22.7
1964,9,Setembre,21.2
1964,10,Octubre,14.5
1964,11,Novembre,12.3
1964,12,Desembre,8.0
1965,1,Gener,7.6
1965,2,Febrer,5.8
1965,3,Març,10.7
1965,4,Abril,12.4
1965,5,Maig,17.2
1965,6,Juny,21.2
1965,7,Juliol,22.5
1965,8,Agost,22.2
1965,9,Setembre,17.9
1965,10,Octubre,16.4
1965,11,Novembre,11.1
1965,12,Desembre,9.3
1966,1,Gener,8.8
1966,2,Febrer,11.3
1966,3,Març,10.7
1966,4,Abril,13.9
1966,5,Maig,16.2
1966,6,Juny,20.5
1966,7,Juliol,20.9
1966,8,Agost,21.7
1966,9,Setembre,21.3
1966,10,Octubre,15.9
1966,11,Novembre,9.1
1966,12,Desembre,8.9
1967,1,Gener,8.0
1967,2,Febrer,9.3
1967,3,Març,11.9
1967,4,Abril,12.5
1967,5,Maig,15.8
1967,6,Juny,18.8
1967,7,Juliol,24.7
1967,8,Agost,23.1
1967,9,Setembre,20.0
1967,10,Octubre,17.7
1967,11,Novembre,12.5
1967,12,Desembre,7.4
1968,1,Gener,8.7
1968,2,Febrer,9.0
1968,3,Març,9.9
1968,4,Abril,12.9
1968,5,Maig,15.8
1968,6,Juny,19.1
1968,7,Juliol,22.1
1968,8,Agost,21.2
1968,9,Setembre,19.9
1968,10,Octubre,18.7
1968,11,Novembre,12.1
1968,12,Desembre,9.0
1969,1,Gener,8.5
1969,2,Febrer,6.9
1969,3,Març,10.2
1969,4,Abril,12.0
1969,5,Maig,16.4
1969,6,Juny,17.7
1969,7,Juliol,23.2
1969,8,Agost,22.4
1969,9,Setembre,18.6
1969,10,Octubre,16.3
1969,11,Novembre,10.8
1969,12,Desembre,6.9
1970,1,Gener,9.5
1970,2,Febrer,8.5
1970,3,Març,8.5
1970,4,Abril,12.0
1970,5,Maig,15.8
1970,6,Juny,21.1
1970,7,Juliol,22.7
1970,8,Agost,22.5
1970,9,Setembre,22.0
1970,10,Octubre,15.9
1970,11,Novembre,13.4
1970,12,Desembre,6.5
1971,1,Gener,7.8
1971,2,Febrer,9.2
1971,3,Març,7.5
1971,4,Abril,13.2
1971,5,Maig,15.0
1971,6,Juny,18.5
1971,7,Juliol,23.4
1971,8,Agost,23.9
1971,9,Setembre,20.0
1971,10,Octubre,16.8
1971,11,Novembre,8.7
1971,12,Desembre,9.1
1972,1,Gener,7.2
1972,2,Febrer,9.0
1972,3,Març,10.9
1972,4,Abril,11.7
1972,5,Maig,14.4
1972,6,Juny,17.6
1972,7,Juliol,21.9
1972,8,Agost,20.2
1972,9,Setembre,16.5
1972,10,Octubre,14.7
1972,11,Novembre,12.3
1972,12,Desembre,8.9
1973,1,Gener,8.2
1973,2,Febrer,7.9
1973,3,Març,9.3
1973,4,Abril,11.3
1973,5,Maig,16.9
1973,6,Juny,20.3
1973,7,Juliol,23.4
1973,8,Agost,23.9
1973,9,Setembre,20.3
1973,10,Octubre,15.3
1973,11,Novembre,11.6
1973,12,Desembre,7.7
1974,1,Gener,9.9
1974,2,Febrer,8.5
1974,3,Març,10.1
1974,4,Abril,11.1
1974,5,Maig,15.9
1974,6,Juny,19.4
1974,7,Juliol,22.9
1974,8,Agost,22.8
1974,9,Setembre,18.8
1974,10,Octubre,11.7
1974,11,Novembre,11.2
1974,12,Desembre,9.6
1975,1,Gener,9.9
1975,2,Febrer,9.4
1975,3,Març,8.6
1975,4,Abril,12.3
1975,5,Maig,14.8
1975,6,Juny,18.8
1975,7,Juliol,23.3
1975,8,Agost,23.7
1975,9,Setembre,19.3
1975,10,Octubre,15.4
1975,11,Novembre,11.0
1975,12,Desembre,7.8
1976,1,Gener,8.2
1976,2,Febrer,8.8
1976,3,Març,10.9
1976,4,Abril,11.7
1976,5,Maig,16.5
1976,6,Juny,22.9
1976,7,Juliol,22.9
1976,8,Agost,21.5
1976,9,Setembre,18.4
1976,10,Octubre,14.4
1976,11,Novembre,9.6
1976,12,Desembre,9.3
1977,1,Gener,8.1
1977,2,Febrer,11.1
1977,3,Març,11.8
1977,4,Abril,12.5
1977,5,Maig,13.9
1977,6,Juny,18.0
1977,7,Juliol,20.4
1977,8,Agost,20.7
1977,9,Setembre,19.8
1977,10,Octubre,17.1
1977,11,Novembre,11.7
1977,12,Desembre,9.6
1978,1,Gener,6.6
1978,2,Febrer,9.7
1978,3,Març,11.3
1978,4,Abril,10.8
1978,5,Maig,15.2
1978,6,Juny,18.5
1978,7,Juliol,21.5
1978,8,Agost,22.7
1978,9,Setembre,21.4
1978,10,Octubre,15.3
1978,11,Novembre,11.4
1978,12,Desembre,10.1
1979,1,Gener,8.0
1979,2,Febrer,9.5
1979,3,Març,10.8
1979,4,Abril,11.7
1979,5,Maig,16.0
1979,6,Juny,20.8
1979,7,Juliol,24.0
1979,8,Agost,22.4
1979,9,Setembre,19.7
1979,10,Octubre,16.0
1979,11,Novembre,10.8
1979,12,Desembre,9.1
1980,1,Gener,7.3
1980,2,Febrer,10.1
1980,3,Març,10.7
1980,4,Abril,11.3
1980,5,Maig,14.5
1980,6,Juny,17.7
1980,7,Juliol,20.5
1980,8,Agost,23.2
1980,9,Setembre,21.1
1980,10,Octubre,15.9
1980,11,Novembre,10.4
1980,12,Desembre,6.9
1981,1,Gener,7.2
1981,2,Febrer,7.2
1981,3,Març,13.0
1981,4,Abril,12.7
1981,5,Maig,15.2
1981,6,Juny,20.9
1981,7,Juliol,21.2
1981,8,Agost,23.1
1981,9,Setembre,20.6
1981,10,Octubre,16.8
1981,11,Novembre,12.8
1981,12,Desembre,9.8
1982,1,Gener,10.4
1982,2,Febrer,9.2
1982,3,Març,9.7
1982,4,Abril,12.8
1982,5,Maig,15.6
1982,6,Juny,20.6
1982,7,Juliol,24.5
1982,8,Agost,20.9
1982,9,Setembre,20.3
1982,10,Octubre,16.0
1982,11,Novembre,12.0
1982,12,Desembre,9.1
1983,1,Gener,9.1
1983,2,Febrer,6.4
1983,3,Març,10.8
1983,4,Abril,13.4
1983,5,Maig,16.1
1983,6,Juny,20.8
1983,7,Juliol,25.8
1983,8,Agost,22.2
1983,9,Setembre,21.5
1983,10,Octubre,17.4
1983,11,Novembre,12.8
1983,12,Desembre,9.8
1984,1,Gener,8.3
1984,2,Febrer,7.6
1984,3,Març,9.0
1984,4,Abril,12.7
1984,5,Maig,13.5
1984,6,Juny,19.4
1984,7,Juliol,23.9
1984,8,Agost,22.3
1984,9,Setembre,19.2
1984,10,Octubre,15.8
1984,11,Novembre,13.0
1984,12,Desembre,8.7
1985,1,Gener,4.3
1985,2,Febrer,10.7
1985,3,Març,9.5
1985,4,Abril,14.0
1985,5,Maig,14.7
1985,6,Juny,19.3
1985,7,Juliol,24.8
1985,8,Agost,22.6
1985,9,Setembre,22.8
1985,10,Octubre,17.6
1985,11,Novembre,9.7
1985,12,Desembre,9.6
1986,1,Gener,7.4
1986,2,Febrer,7.3
1986,3,Març,10.8
1986,4,Abril,10.8
1986,5,Maig,18.4
1986,6,Juny,20.4
1986,7,Juliol,23.7
1986,8,Agost,23.7
1986,9,Setembre,21.4
1986,10,Octubre,17.4
1986,11,Novembre,12.8
1986,12,Desembre,9.0
1987,1,Gener,6.9
1987,2,Febrer,8.0
1987,3,Març,9.8
1987,4,Abril,13.8
1987,5,Maig,15.1
1987,6,Juny,19.6
1987,7,Juliol,23.7
1987,8,Agost,24.3
1987,9,Setembre,23.9
1987,10,Octubre,16.9
1987,11,Novembre,11.2
1987,12,Desembre,10.8
1988,1,Gener,9.5
1988,2,Febrer,8.6
1988,3,Març,11.2
1988,4,Abril,13.1
1988,5,Maig,16.3
1988,6,Juny,19.8
1988,7,Juliol,23.7
1988,8,Agost,24.3
1988,9,Setembre,21.2
1988,10,Octubre,17.8
1988,11,Novembre,11.8
1988,12,Desembre,8.8
1989,1,Gener,8.8
1989,2,Febrer,10.5
1989,3,Març,12.4
1989,4,Abril,11.9
1989,5,Maig,17.8
1989,6,Juny,21.2
1989,7,Juliol,25.0
1989,8,Agost,24.4
1989,9,Setembre,20.0
1989,10,Octubre,17.7
1989,11,Novembre,12.7
1989,12,Desembre,11.2
1990,1,Gener,9.0
1990,2,Febrer,12.5
1990,3,Març,12.6
1990,4,Abril,12.3
1990,5,Maig,18.1
1990,6,Juny,20.1
1990,7,Juliol,24.2
1990,8,Agost,24.6
1990,9,Setembre,21.5
1990,10,Octubre,17.1
1990,11,Novembre,10.9
1990,12,Desembre,6.7
1991,1,Gener,8.1
1991,2,Febrer,8.0
1991,3,Març,11.8
1991,4,Abril,11.5
1991,5,Maig,14.0
1991,6,Juny,19.7
1991,7,Juliol,24.3
1991,8,Agost,24.6
1991,9,Setembre,22.0
1991,10,Octubre,15.1
1991,11,Novembre,10.9
1991,12,Desembre,8.5
1992,1,Gener,7.1
1992,2,Febrer,8.9
1992,3,Març,11.0
1992,4,Abril,13.7
1992,5,Maig,17.7
1992,6,Juny,17.6
1992,7,Juliol,22.5
1992,8,Agost,24.3
1992,9,Setembre,20.5
1992,10,Octubre,14.4
1992,11,Novembre,13.4
1992,12,Desembre,9.2
1993,1,Gener,9.0
1993,2,Febrer,8.2
1993,3,Març,10.2
1993,4,Abril,12.8
1993,5,Maig,17.0
1993,6,Juny,21.5
1993,7,Juliol,22.6
1993,8,Agost,24.3
1993,9,Setembre,19.6
1993,10,Octubre,14.5
1993,11,Novembre,10.5
1993,12,Desembre,9.3
1994,1,Gener,8.4
1994,2,Febrer,9.5
1994,3,Març,13.1
1994,4,Abril,12.3
1994,5,Maig,17.2
1994,6,Juny,20.9
1994,7,Juliol,25.9
1994,8,Agost,25.7
1994,9,Setembre,19.7
1994,10,Octubre,16.1
1994,11,Novembre,14.0
1994,12,Desembre,9.7
1995,1,Gener,8.6
1995,2,Febrer,11.5
1995,3,Març,10.9
1995,4,Abril,14.0
1995,5,Maig,17.2
1995,6,Juny,19.6
1995,7,Juliol,25.0
1995,8,Agost,23.3
1995,9,Setembre,18.7
1995,10,Octubre,18.3
1995,11,Novembre,12.9
1995,12,Desembre,10.1
1996,1,Gener,10.2
1996,2,Febrer,7.7
1996,3,Març,9.9
1996,4,Abril,13.2
1996,5,Maig,16.2
1996,6,Juny,21.2
1996,7,Juliol,23.4
1996,8,Agost,22.7
1996,9,Setembre,18.3
1996,10,Octubre,15.8
1996,11,Novembre,11.4
1996,12,Desembre,9.7
1997,1,Gener,8.7
1997,2,Febrer,11.4
1997,3,Març,13.9
1997,4,Abril,14.1
1997,5,Maig,17.6
1997,6,Juny,20.2
1997,7,Juliol,22.5
1997,8,Agost,24.6
1997,9,Setembre,21.7
1997,10,Octubre,18.9
1997,11,Novembre,12.6
1997,12,Desembre,9.3
1998,1,Gener,8.8
1998,2,Febrer,11.0
1998,3,Març,12.2
1998,4,Abril,12.7
1998,5,Maig,17.7
1998,6,Juny,20.9
1998,7,Juliol,23.7
1998,8,Agost,24.3
1998,9,Setembre,20.7
1998,10,Octubre,15.9
1998,11,Novembre,10.8
1998,12,Desembre,8.7
1999,1,Gener,8.8
1999,2,Febrer,8.6
1999,3,Març,11.6
1999,4,Abril,13.7
1999,5,Maig,18.6
1999,6,Juny,20.5
1999,7,Juliol,23.4
1999,8,Agost,24.6
1999,9,Setembre,21.7
1999,10,Octubre,17.0
1999,11,Novembre,9.6
1999,12,Desembre,9.0
2000,1,Gener,7.7
2000,2,Febrer,11.4
2000,3,Març,12.6
2000,4,Abril,13.3
2000,5,Maig,18.3
2000,6,Juny,21.0
2000,7,Juliol,22.8
2000,8,Agost,24.5
2000,9,Setembre,21.0
2000,10,Octubre,16.0
2000,11,Novembre,11.3
2000,12,Desembre,11.0
2001,1,Gener,9.9
2001,2,Febrer,10.1
2001,3,Març,14.8
2001,4,Abril,13.8
2001,5,Maig,18.2
2001,6,Juny,21.9
2001,7,Juliol,23.7
2001,8,Agost,25.0
2001,9,Setembre,19.6
2001,10,Octubre,19.4
2001,11,Novembre,10.7
2001,12,Desembre,6.8
2002,1,Gener,9.2
2002,2,Febrer,11.1
2002,3,Març,12.3
2002,4,Abril,13.7
2002,5,Maig,15.5
2002,6,Juny,22.3
2002,7,Juliol,22.9
2002,8,Agost,21.6
2002,9,Setembre,19.9
2002,10,Octubre,17.4
2002,11,Novembre,13.0
2002,12,Desembre,10.4
2003,1,Gener,7.9
2003,2,Febrer,7.1
2003,3,Març,12.1
2003,4,Abril,14.0
2003,5,Maig,18.0
2003,6,Juny,25.6
2003,7,Juliol,26.1
2003,8,Agost,28.5
2003,9,Setembre,20.8
2003,10,Octubre,15.2
2003,11,Novembre,12.7
2003,12,Desembre,8.8
2004,1,Gener,9.4
2004,2,Febrer,8.6
2004,3,Març,10.0
2004,4,Abril,12.8
2004,5,Maig,16.2
2004,6,Juny,22.4
2004,7,Juliol,23.5
2004,8,Agost,25.1
2004,9,Setembre,21.4
2004,10,Octubre,18.9
2004,11,Novembre,11.4
2004,12,Desembre,9.3
2005,1,Gener,7.2
2005,2,Febrer,6.5
2005,3,Març,10.2
2005,4,Abril,14.0
2005,5,Maig,18.8
2005,6,Juny,23.4
2005,7,Juliol,24.4
2005,8,Agost,23.0
2005,9,Setembre,20.7
2005,10,Octubre,17.9
2005,11,Novembre,11.1
2005,12,Desembre,6.6
2006,1,Gener,7.4
2006,2,Febrer,8.5
2006,3,Març,12.0
2006,4,Abril,15.1
2006,5,Maig,18.7
2006,6,Juny,22.1
2006,7,Juliol,27.1
2006,8,Agost,22.8
2006,9,Setembre,21.6
2006,10,Octubre,18.8
2006,11,Novembre,14.6
2006,12,Desembre,10.0
2007,1,Gener,9.9
2007,2,Febrer,11.4
2007,3,Març,12.1
2007,4,Abril,15.0
2007,5,Maig,17.9
2007,6,Juny,22.0
2007,7,Juliol,23.6
2007,8,Agost,22.5
2007,9,Setembre,20.6
2007,10,Octubre,16.4
2007,11,Novembre,11.2
2007,12,Desembre,8.8
2008,1,Gener,10.1
2008,2,Febrer,10.2
2008,3,Març,10.8
2008,4,Abril,13.7
2008,5,Maig,16.6
2008,6,Juny,20.7
2008,7,Juliol,23.8
2008,8,Agost,24.3
2008,9,Setembre,20.7
2008,10,Octubre,16.5
2008,11,Novembre,10.3
2008,12,Desembre,7.5
2009,1,Gener,7.2
2009,2,Febrer,8.7
2009,3,Març,11.2
2009,4,Abril,13.1
2009,5,Maig,18.8
2009,6,Juny,23.0
2009,7,Juliol,24.4
2009,8,Agost,26.3
2009,9,Setembre,21.5
2009,10,Octubre,17.9
2009,11,Novembre,13.5
2009,12,Desembre,9.0
2010,1,Gener,6.6
2010,2,Febrer,8.0
2010,3,Març,9.6
2010,4,Abril,14.1
2010,5,Maig,15.4
2010,6,Juny,20.3
2010,7,Juliol,25.7
2010,8,Agost,24.3
2010,9,Setembre,20.9
2010,10,Octubre,16.2
2010,11,Novembre,11.0
2010,12,Desembre,8.5
2011,1,Gener,8.4
2011,2,Febrer,10.0
2011,3,Març,10.9
2011,4,Abril,15.9
2011,5,Maig,18.3
2011,6,Juny,19.5
2011,7,Juliol,21.2
2011,8,Agost,24.1
2011,9,Setembre,22.9
2011,10,Octubre,19.1
2011,11,Novembre,14.1
2011,12,Desembre,10.2
2012,1,Gener,9.4
2012,2,Febrer,6.8
2012,3,Març,13.4
2012,4,Abril,12.6
2012,5,Maig,17.9
2012,6,Juny,22.3
2012,7,Juliol,23.2
2012,8,Agost,26.0
2012,9,Setembre,21.4
2012,10,Octubre,17.3
2012,11,Novembre,12.7
2012,12,Desembre,9.9
2013,1,Gener,9.1
2013,2,Febrer,7.7
2013,3,Març,11.2
2013,4,Abril,13.5
2013,5,Maig,14.6
2013,6,Juny,19.5
2013,7,Juliol,25.6
2013,8,Agost,24.9
2013,9,Setembre,22.0
2013,10,Octubre,19.5
2013,11,Novembre,12.2
2013,12,Desembre,10.1
2014,1,Gener,9.8
2014,2,Febrer,10.1
2014,3,Març,12.3
2014,4,Abril,15.3
2014,5,Maig,16.2
2014,6,Juny,21.7
2014,7,Juliol,22.6
2014,8,Agost,23.0
2014,9,Setembre,22.0
2014,10,Octubre,19.6
2014,11,Novembre,13.6
2014,12,Desembre,9.1
2015,1,Gener,9.1
2015,2,Febrer,8.2
2015,3,Març,12.0
2015,4,Abril,14.8
2015,5,Maig,19.1
2015,6,Juny,23.2
2015,7,Juliol,26.0
2015,8,Agost,23.5
2015,9,Setembre,19.7
2015,10,Octubre,16.7
2015,11,Novembre,14.3
2015,12,Desembre,12.6
2016,1,Gener,10.7
2016,2,Febrer,11.3
2016,3,Març,11.1
2016,4,Abril,13.6
2016,5,Maig,16.4
2016,6,Juny,21.6
2016,7,Juliol,24.9
2016,8,Agost,24.5
2016,9,Setembre,22.3
2016,10,Octubre,17.1
2016,11,Novembre,12.7
2016,12,Desembre,11.5
2017,1,Gener,7.9
2017,2,Febrer,11.4
2017,3,Març,13.3
2017,4,Abril,14.2
2017,5,Maig,18.3
2017,6,Juny,23.6
2017,7,Juliol,24.2
2017,8,Agost,24.5
2017,9,Setembre,19.5
2017,10,Octubre,18.6
2017,11,Novembre,12.5
2017,12,Desembre,8.5
2018,1,Gener,10.5
2018,2,Febrer,6.7
2018,3,Març,10.8
2018,4,Abril,14.7
2018,5,Maig,17.1
2018,6,Juny,21.5
2018,7,Juliol,25.3
2018,8,Agost,25.8
2018,9,Setembre,22.5
2018,10,Octubre,17.0
2018,11,Novembre,12.4
2018,12,Desembre,11.1
2019,1,Gener,8.1
2019,2,Febrer,11.9
2019,3,Març,13.5
2019,4,Abril,13.4
2019,5,Maig,15.6
2019,6,Juny,21.9
2019,7,Juliol,25.4
2019,8,Agost,25.1
2019,9,Setembre,21.8
2019,10,Octubre,18.5
2019,11,Novembre,11.9
2019,12,Desembre,11.2
2020,1,Gener,10.0
2020,2,Febrer,12.8
2020,3,Març,11.9
2020,4,Abril,14.3
2020,5,Maig,19.4
2020,6,Juny,20.1
2020,7,Juliol,25
2020,8,Agost,25.5
2020,9,Setembre,21.7
2020,10,Octubre,16.4
2020,11,Novembre,14.7
2020,12,Desembre,9.3
2021,1,Gener,7.7
2021,2,Febrer,11.6
2021,3,Març,12.1
2021,4,Abril,12.9
2021,5,Maig,17.3
2021,6,Juny,23.3
2021,7,Juliol,24.8
2021,8,Agost,24.5
2021,9,Setembre,23.0
2021,10,Octubre,18.1
2021,11,Novembre,11.3
2021,12,Desembre,10.9
2022,1,Gener,10.2
2022,2,Febrer,11.8
2022,3,Març,10.8
2022,4,Abril,14.1
2022,5,Maig,20.7
2022,6,Juny,24.7
2022,7,Juliol,26.7
2022,8,Agost,27.2
2022,9,Setembre,22.5
2022,10,Octubre,20.7
2022,11,Novembre,15.2
2022,12,Desembre,12.6
