ID_PARQUE,PARQUE,DISTRITO,same_as_wikidata_DISTRITO,BARRIO,same_as_wikidata_BARRIO
17488,AVENIDA DE NUESTRA SEÑORA DE VALVANERA 111,Carabanchel,https://wikidata.org/entity/Q1001991,Vista Alegre,https://wikidata.org/entity/Q3813741
52101,CALLE  VIA LUSITANA  1,Carabanchel,https://wikidata.org/entity/Q1001991,Abrantes,https://wikidata.org/entity/Q3773949
52102,CALLE DEL MONSEÑOR OSCAR ROMERO 73,Carabanchel,https://wikidata.org/entity/Q1001991,Vista Alegre,https://wikidata.org/entity/Q3813741
3573049,CALLE DEL GENERAL RICARDOS 126,Carabanchel,https://wikidata.org/entity/Q1001991,San Isidro,https://wikidata.org/entity/Q3813733
451584,CAMINO DE PARQUE,Arganzuela,https://wikidata.org/entity/Q2000929,Atocha,https://wikidata.org/entity/Q3814594
18199,CALLE DE BENIMAMET 137,Villaverde,https://wikidata.org/entity/Q919536,San Cristóbal,https://wikidata.org/entity/Q390457
18209,CALLE DE SAN LUCIANO 15,Villaverde,https://wikidata.org/entity/Q919536,Los Ángeles,https://wikidata.org/entity/Q390462
18249,CALLE DE LA UNANIMIDAD 44,Villaverde,https://wikidata.org/entity/Q919536,Los Rosales,https://wikidata.org/entity/Q10319807
18241,PASEO DE ALBERTO PALACIOS 1,Villaverde,https://wikidata.org/entity/Q919536,"Villaverde Alto, Casco Histórico de Villaverde",https://wikidata.org/entity/Q390435
18231,CALLE DE GODELLA 102,Villaverde,https://wikidata.org/entity/Q919536,San Cristóbal,https://wikidata.org/entity/Q390457
18220,CALLE DE SANTIAGO AMON 2,Villaverde,https://wikidata.org/entity/Q919536,Los Ángeles,https://wikidata.org/entity/Q390462
18258,CALLE DE LA DEL SOTO DEL PARRAL 61,Villaverde,https://wikidata.org/entity/Q919536,Los Ángeles,https://wikidata.org/entity/Q390462
18279,CALLE DE CIFUENTES 1,Villaverde,https://wikidata.org/entity/Q919536,Los Ángeles,https://wikidata.org/entity/Q390462
3573056,CALLE DE LA DEL MANOJO DE ROSAS 96,Villaverde,https://wikidata.org/entity/Q919536,Los Ángeles,https://wikidata.org/entity/Q390462
3573055,CALLE DE PAN Y TOROS 24,Villaverde,https://wikidata.org/entity/Q919536,Los Ángeles,https://wikidata.org/entity/Q390462
3573057,CALLE DE ALCOCER 26,Villaverde,https://wikidata.org/entity/Q919536,Los Ángeles,https://wikidata.org/entity/Q390462
451593,A.P.E. 08 16 ARROYO DEL FRESNO,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,Mirasierra,https://wikidata.org/entity/Q31134
16849,PARQUE DE MARIA EVA DUARTE DE PERON,Salamanca,https://wikidata.org/entity/Q1773521,La Guindalera,https://wikidata.org/entity/Q3814559
18269,CALLE DE LA CANCION DEL OLVIDO 16,Villaverde,https://wikidata.org/entity/Q919536,Los Ángeles,https://wikidata.org/entity/Q390462
3611795,COL. DEHESA DEL PPE.,Latina,https://wikidata.org/entity/Q794954,Campamento,https://wikidata.org/entity/Q31169
18487,C NAVARIDAS 14,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,Rejas,https://wikidata.org/entity/Q10359029
3739833,PARQUE NORTE CARMEN TAGLE,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,La Paz,https://wikidata.org/entity/Q5869740
3740788,PARQUE DE LA BOMBILLA,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,Casa de Campo,https://wikidata.org/entity/Q16302441
17723,CALLE DE TORREMOLINOS 16,Puente de Vallecas,https://wikidata.org/entity/Q2003054,Palomeras Sureste,https://wikidata.org/entity/Q10343901
52135,CALLE DEL CAMINO DE LOS VINATEROS 136,Moratalaz,https://wikidata.org/entity/Q2076109,Vinateros,https://wikidata.org/entity/Q10391533
17824,CALLE DEL ARROYO DE LAS PILILLAS 10,Moratalaz,https://wikidata.org/entity/Q2076109,Media Legua,https://wikidata.org/entity/Q9031035
3573917,PARQUE BEGOÑA,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,Valverde,https://wikidata.org/entity/Q31132
17731,CALLE DE ANGELILLO 17,Puente de Vallecas,https://wikidata.org/entity/Q2003054,Palomeras Sureste,https://wikidata.org/entity/Q10343901
17741,CALLE DE BENJAMIN PALENCIA 2,Puente de Vallecas,https://wikidata.org/entity/Q2003054,Numancia,https://wikidata.org/entity/Q10338144
17703,CALLE DE BENARRABA 5,Puente de Vallecas,https://wikidata.org/entity/Q2003054,Palomeras Sureste,https://wikidata.org/entity/Q10343901
17751,CALLE DE LAS MARISMAS 61,Puente de Vallecas,https://wikidata.org/entity/Q2003054,Numancia,https://wikidata.org/entity/Q10338144
3960567,BRESCIA  BRASILIA,Salamanca,https://wikidata.org/entity/Q1773521,La Guindalera,https://wikidata.org/entity/Q3814559
3960929,JARDINES GREGORIO ORDOÑEZ,Salamanca,https://wikidata.org/entity/Q1773521,Lista,https://wikidata.org/entity/Q4779
3961443,PLAZA DE SAN CAYETANO,Salamanca,https://wikidata.org/entity/Q1773521,La Guindalera,https://wikidata.org/entity/Q3814559
3962084,PZA. SAGRADO CORAZON DE JESUS,Chamartín,https://wikidata.org/entity/Q1766348,Ciudad Jardín,https://wikidata.org/entity/Q3773744
3962563,LOS TRES OLIVOS,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,Valverde,https://wikidata.org/entity/Q31132
3990761,PARQUE DE DELICIAS,Arganzuela,https://wikidata.org/entity/Q2000929,Las Delicias,https://wikidata.org/entity/Q3773736
3990960,PARQUE DE LAS PEÑUELAS,Arganzuela,https://wikidata.org/entity/Q2000929,Las Acacias,https://wikidata.org/entity/Q3319190
3991019,JARDINES CONDE CARTAGENA  ABTAO,Retiro,https://wikidata.org/entity/Q2002296,Niño Jesús,https://wikidata.org/entity/Q3773746
3991087,PARQUE MARTIN LUTHER KING,Retiro,https://wikidata.org/entity/Q2002296,Adelfas,https://wikidata.org/entity/Q3774001
3991132,DAOIZ Y VELARDE,Retiro,https://wikidata.org/entity/Q2002296,Pacífico,https://wikidata.org/entity/Q3773753
3991153,URUGUAY  PINTOR RIBERA  ARBOLADO,Chamartín,https://wikidata.org/entity/Q1766348,Hispanoamérica,https://wikidata.org/entity/Q3814573
3991194,PARQUE DE FRANCOS RDGUEZ.,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,Ciudad Universitaria,https://wikidata.org/entity/Q3319235
3991213,JUAN CARMONA “HABICHUELA,Latina,https://wikidata.org/entity/Q794954,Campamento,https://wikidata.org/entity/Q31169
3991299,PZA. OSA DE LA VEGA,Latina,https://wikidata.org/entity/Q794954,Las Águilas,https://wikidata.org/entity/Q5971372
3991326,JARDIN CEBREROS  SEPULVEDA,Latina,https://wikidata.org/entity/Q794954,Lucero,https://wikidata.org/entity/Q31162
4730800,CALLE DE VILLABLANCA 1,Vicálvaro,https://wikidata.org/entity/Q589403,Casco Histórico de Vicálvaro,https://wikidata.org/entity/Q16544374
4730819,CALLE DE PADUL 1,Usera,https://wikidata.org/entity/Q953368,Orcasur,https://wikidata.org/entity/Q10341270
4730835,CALLE DE LA SILVINA 9,Usera,https://wikidata.org/entity/Q953368,San Fermín (Madrid),https://wikidata.org/entity/Q71758
4730844,CALLE DE POTES 3,Villaverde,https://wikidata.org/entity/Q919536,"Villaverde Alto, Casco Histórico de Villaverde",https://wikidata.org/entity/Q390435
4730856,CALLE DE ASTILLERO 5,Villaverde,https://wikidata.org/entity/Q919536,"Villaverde Alto, Casco Histórico de Villaverde",https://wikidata.org/entity/Q390435
4730869,CAMINO DE LAS CRUCES 16,Carabanchel,https://wikidata.org/entity/Q1001991,Buenavista,https://wikidata.org/entity/Q953929
4730886,PLAZA DE SAN VICENTE DE PAUL 1,Carabanchel,https://wikidata.org/entity/Q1001991,Abrantes,https://wikidata.org/entity/Q3773949
17007,PZA. DOMÉNICO SCARLATTI,Chamberí,https://wikidata.org/entity/Q1763370,Vallehermoso,https://wikidata.org/entity/Q6122685
16938,PARQUE RODRIGUEZ SAHAGUN CON Cº DEL CHORRILLO,Tetuán,https://wikidata.org/entity/Q1773540,Valdeacederas,https://wikidata.org/entity/Q10388711
4731641,PZA. CANAL DE ISABEL II,Tetuán,https://wikidata.org/entity/Q1773540,Berruguete,https://wikidata.org/entity/Q11909208
4731656,PZA. CONDE DEL VALLE DE SUCHIL,Chamberí,https://wikidata.org/entity/Q1763370,Arapiles,https://wikidata.org/entity/Q10856744
4731667,PLAZA SALESAS,Centro,https://wikidata.org/entity/Q1763376,Justicia,https://wikidata.org/entity/Q1992319
4796512,CALLE DE LA SIERRA GORDA 25B,Villa de Vallecas,https://wikidata.org/entity/Q1947988,Casco Histórico de Vallecas,https://wikidata.org/entity/Q16544370
4940263,JARDINES REVENGA,Chamberí,https://wikidata.org/entity/Q1763370,Gaztambide,https://wikidata.org/entity/Q10288587
4985689,RONDA DE LAS COOPERATIVAS 4,Usera,https://wikidata.org/entity/Q953368,Orcasitas,https://wikidata.org/entity/Q3773941
4986212,PARQUE ANA TUTOR,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,Peñagrande,https://wikidata.org/entity/Q3319582
4987144,CALLE DE AZCOITIA 31,Carabanchel,https://wikidata.org/entity/Q1001991,Buenavista,https://wikidata.org/entity/Q953929
4987160,PLAZA DE SETUBAL 6B,Carabanchel,https://wikidata.org/entity/Q1001991,Abrantes,https://wikidata.org/entity/Q3773949
4988166,PLAZA ARTURO BAREA,Centro,https://wikidata.org/entity/Q1763376,Embajadores,https://wikidata.org/entity/Q2449844
4988217,CALLE DE VILLALOBOS 87,Puente de Vallecas,https://wikidata.org/entity/Q2003054,Palomeras Sureste,https://wikidata.org/entity/Q10343901
4988273,CALLE DE IMPERIO ARGENTINA 7,Vicálvaro,https://wikidata.org/entity/Q589403,"El Cañaveral neighborhood, Madrid",https://wikidata.org/entity/Q5821309
4989388,JARDIN DEL GRANITO,Arganzuela,https://wikidata.org/entity/Q2000929,Las Delicias,https://wikidata.org/entity/Q3773736
4989404,CALLE DE SAN JUAN DE LA PEÑA 17,Villa de Vallecas,https://wikidata.org/entity/Q1947988,Casco Histórico de Vallecas,https://wikidata.org/entity/Q16544370
3740132,PARQUE DE LA SUPERMANZANA 7,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,La Paz,https://wikidata.org/entity/Q5869740
4704508,DR. JOAQUIN LORENZO (APE 08.11),Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,Peñagrande,https://wikidata.org/entity/Q3319582
4731210,JARDINES MEDARDO FRAILE,Chamartín,https://wikidata.org/entity/Q1766348,Prosperidad,https://wikidata.org/entity/Q4776
5025103,CALLE DE RICARDO BELTRAN Y ROZPIDE 16,Usera,https://wikidata.org/entity/Q953368,El Zofío,https://wikidata.org/entity/Q71751
5075332,LAGO DE SANABRIA 1,Vicálvaro,https://wikidata.org/entity/Q589403,Casco Histórico de Vicálvaro,https://wikidata.org/entity/Q16544374
5158970,CALLE PILAR DE MADARIAGA ROJO 28051 MADRID,Villa de Vallecas,https://wikidata.org/entity/Q1947988,Ensanche de Vallecas,https://wikidata.org/entity/Q3847485
5173859,CALLE DE LAS LENGUAS 6C,Villaverde,https://wikidata.org/entity/Q919536,"Villaverde Alto, Casco Histórico de Villaverde",https://wikidata.org/entity/Q390435
5174650,CALLE DEL CAMPO DE LA PALOMA 8,Puente de Vallecas,https://wikidata.org/entity/Q2003054,Palomeras Sureste,https://wikidata.org/entity/Q10343901
5174720,"AV. DEL DR. GARCIA TAPIA, 74",Moratalaz,https://wikidata.org/entity/Q2076109,Media Legua,https://wikidata.org/entity/Q9031035
16905,PARQUE FELIX RODRIGUEZ DE LA FUENTE,Chamartín,https://wikidata.org/entity/Q1766348,Prosperidad,https://wikidata.org/entity/Q4776
5195568,CALLE DE SAN CLAUDIO 89,Puente de Vallecas,https://wikidata.org/entity/Q2003054,Palomeras Sureste,https://wikidata.org/entity/Q10343901
5195676,PASEO DE LOS FERROVIARIOS 39,Villaverde,https://wikidata.org/entity/Q919536,"Villaverde Alto, Casco Histórico de Villaverde",https://wikidata.org/entity/Q390435
5201907,PLAZA LA OROTAVA 6,Ciudad Lineal,https://wikidata.org/entity/Q1763694,Pueblo Nuevo,https://wikidata.org/entity/Q71753
5209024,"C. CINE, 33 CINE",Latina,https://wikidata.org/entity/Q794954,Campamento,https://wikidata.org/entity/Q31169
5209092,"C. HIGUERAS, 47A AJARDINAMIENTO CEBREROS  HIGUERAS",Latina,https://wikidata.org/entity/Q794954,Lucero,https://wikidata.org/entity/Q31162
5211393,C EL PROVENCIO 14,Hortaleza,https://wikidata.org/entity/Q1928529,Canillas,https://wikidata.org/entity/Q9694341
5211511,CALLE CARLOS MARÍN 10,Usera,https://wikidata.org/entity/Q953368,Pradolongo,https://wikidata.org/entity/Q10352360
5218554,PZA. JOAQUIN DICENTA,Tetuán,https://wikidata.org/entity/Q1773540,Almenara,https://wikidata.org/entity/Q2265427
5218558,C/ SAN LEOPOLDO Nº78,Tetuán,https://wikidata.org/entity/Q1773540,Almenara,https://wikidata.org/entity/Q2265427
5218564,C/ SAN AQUILINO Nº6,Tetuán,https://wikidata.org/entity/Q1773540,Almenara,https://wikidata.org/entity/Q2265427
17005,JARDINES CENTRO CULTURAL GALILEO,Chamberí,https://wikidata.org/entity/Q1763370,Arapiles,https://wikidata.org/entity/Q10856744
5220679,CALLE DE CONCEPCIÓN DE LA OLIVA 1,Villaverde,https://wikidata.org/entity/Q919536,Butarque,https://wikidata.org/entity/Q390453
5270355,PLAZA NELSON MANDELA,Centro,https://wikidata.org/entity/Q1763376,Embajadores,https://wikidata.org/entity/Q2449844
5268593,PARQUE ORLANDO ZAPATA TAMAYO,Chamartín,https://wikidata.org/entity/Q1766348,Hispanoamérica,https://wikidata.org/entity/Q3814573
6779455,COMANDANTE FORTEA 25 POST.,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,Casa de Campo,https://wikidata.org/entity/Q16302441
6843085,PLAZA PEÑUELAS,Arganzuela,https://wikidata.org/entity/Q2000929,Las Acacias,https://wikidata.org/entity/Q3319190
7021749,CALLE DE FOBOS 4,Moratalaz,https://wikidata.org/entity/Q2076109,Marroquina,https://wikidata.org/entity/Q11935636
7074478,CALLE DEL PAYASO FOFO 11,Puente de Vallecas,https://wikidata.org/entity/Q2003054,Palomeras Bajas,https://wikidata.org/entity/Q10343902
7074605,CALLE DEL PAYASO FOFO 9,Puente de Vallecas,https://wikidata.org/entity/Q2003054,Palomeras Bajas,https://wikidata.org/entity/Q10343902
7107055,MARCOS DE ORUETA 7 POST.,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,Valverde,https://wikidata.org/entity/Q31132
7107704,PLAZA PICO DE LA SALVAGUARDA,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,Peñagrande,https://wikidata.org/entity/Q3319582
7107707,RIBERA DEL MANZANARES 111,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,Casa de Campo,https://wikidata.org/entity/Q16302441
7125612,MARIA DE MAEZTU 50,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,Mirasierra,https://wikidata.org/entity/Q31134
7125670,PICO MAJALASNA CV PICO BALAITUS,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,Peñagrande,https://wikidata.org/entity/Q3319582
7126078,CALLE DE LOS VECINOS DEL POZO 18,Puente de Vallecas,https://wikidata.org/entity/Q2003054,Entrevías,https://wikidata.org/entity/Q71756
7126494,CALLE DE LUIS OCAÑA 2,Vicálvaro,https://wikidata.org/entity/Q589403,"El Cañaveral neighborhood, Madrid",https://wikidata.org/entity/Q5821309
7126499,CALLE DE VICTORIA KENT 110,Vicálvaro,https://wikidata.org/entity/Q589403,"El Cañaveral neighborhood, Madrid",https://wikidata.org/entity/Q5821309
7126585,CALLE DE JOSE ESCOBAR Y SALIENTE 36,Vicálvaro,https://wikidata.org/entity/Q589403,"El Cañaveral neighborhood, Madrid",https://wikidata.org/entity/Q5821309
7126590,CALLE DE GALES 31,Vicálvaro,https://wikidata.org/entity/Q589403,"El Cañaveral neighborhood, Madrid",https://wikidata.org/entity/Q5821309
7127773,PZA. POETA LEOPOLDO LUIS,Tetuán,https://wikidata.org/entity/Q1773540,Bellas Vistas,https://wikidata.org/entity/Q11908929
7144040,PZA. SAN GERMÁN,Tetuán,https://wikidata.org/entity/Q1773540,Castillejos,https://wikidata.org/entity/Q11913212
7165658,BRETON DE LOS HERREROS,Chamberí,https://wikidata.org/entity/Q1763370,Ríos Rosas,https://wikidata.org/entity/Q10366270
7168554,CONDE DUQUE,Centro,https://wikidata.org/entity/Q1763376,Universidad,https://wikidata.org/entity/Q10387767
7168609,PLAZA RUTILO GACIS,Arganzuela,https://wikidata.org/entity/Q2000929,La Chopera,https://wikidata.org/entity/Q3773750
7182696,AVENIDA DE MORATALAZ 134,Moratalaz,https://wikidata.org/entity/Q2076109,Vinateros,https://wikidata.org/entity/Q10391533
7239998,CALLE DE VALLE DE ORO 41,Carabanchel,https://wikidata.org/entity/Q1001991,Opañel,https://wikidata.org/entity/Q3813756
7245849,CUÑA VERDE CV C/ALHAMBRA,Latina,https://wikidata.org/entity/Q794954,Lucero,https://wikidata.org/entity/Q31162
7247916,RONDA  SUR 119,Puente de Vallecas,https://wikidata.org/entity/Q2003054,Entrevías,https://wikidata.org/entity/Q71756
7248199,PLAZA CHOZA DE CANALES 4,Villaverde,https://wikidata.org/entity/Q919536,Los Rosales,https://wikidata.org/entity/Q10319807
7403980,CALLE DE BESOLLA 5,Carabanchel,https://wikidata.org/entity/Q1001991,Abrantes,https://wikidata.org/entity/Q3773949
7537965,CALLE DE RONDA DE LAS COOPERATIVAS 6,Usera,https://wikidata.org/entity/Q953368,Orcasitas,https://wikidata.org/entity/Q3773941
7538071,CALLE DEL CAMINO VIEJO DE VILLAVERDE 36,Usera,https://wikidata.org/entity/Q953368,Orcasitas,https://wikidata.org/entity/Q3773941
7595814,C TORRELAGUNA 50,Ciudad Lineal,https://wikidata.org/entity/Q1763694,San Pascual,https://wikidata.org/entity/Q165612
7602200,AV INSTITUCION LIBRE DE ENSEÑANZA 147,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,Arcos,https://wikidata.org/entity/Q9627876
7613890,PZA. DEL ESTE,Tetuán,https://wikidata.org/entity/Q1773540,Almenara,https://wikidata.org/entity/Q2265427
7838875,CALLE DE RAMIREZ TOME 21,Puente de Vallecas,https://wikidata.org/entity/Q2003054,Portazgo,https://wikidata.org/entity/Q18005921
7840614,PARQUE CASINO DE LA REINA (AREA 2),Centro,https://wikidata.org/entity/Q1763376,Embajadores,https://wikidata.org/entity/Q2449844
7861574,CALLE DE LA CANCION DEL OLVIDO 48,Villaverde,https://wikidata.org/entity/Q919536,Los Ángeles,https://wikidata.org/entity/Q390462
7886698,AVD. DEL FERROL 14 POST.,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,El Pilar,https://wikidata.org/entity/Q3773964
7895078,FERROL 29 POST.,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,El Pilar,https://wikidata.org/entity/Q3773964
7928105,"CALLE DEL CERRO DEL TESORO, 2",Vicálvaro,https://wikidata.org/entity/Q589403,"El Cañaveral neighborhood, Madrid",https://wikidata.org/entity/Q5821309
8799604,CALLE BASILICA 17,Tetuán,https://wikidata.org/entity/Q1773540,Cuatro Caminos,https://wikidata.org/entity/Q5824684
7943778,CALLE DE CATALINA LABOURE 1,Carabanchel,https://wikidata.org/entity/Q1001991,Opañel,https://wikidata.org/entity/Q3813756
16707,CALLE CANARIAS 24,Arganzuela,https://wikidata.org/entity/Q2000929,Palos de la Frontera,https://wikidata.org/entity/Q521009
18447,C ALBAIDA 3,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,Hellín,https://wikidata.org/entity/Q10294546
18440,C NECTAR 39,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,Canillejas,https://wikidata.org/entity/Q663013
18470,C MARIA SEVILLA DIAGO 2,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,Rosas,https://wikidata.org/entity/Q18880469
