File,Nombre_Distrito,Nº_Distrito,Nombre_Especie,Nº_Unidades 2022,ID_Parque_Canino,Nº_Barrio,Nombre_Barrio,Dirección
01_ArboladoZonasVerdesDistritosCalles_2022.csv,HORTALEZA,16,Robinia pseudoacacia,1856,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,HORTALEZA,16,Prunus cerasifera subsp. pissardii,1856,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,HORTALEZA,16,Ligustrum japonicum,1593,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,HORTALEZA,16,Ulmus pumila,1447,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,HORTALEZA,16,Populus alba,1232,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,HORTALEZA,16,Aesculus hippocastanum,1213,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,HORTALEZA,16,Melia azedarach,1189,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,HORTALEZA,16,Ulmus minor,1171,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,HORTALEZA,16,Otros,23960,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,,,Total,54156,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,VILLAVERDE,17,Ulmus pumila,5298,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,VILLAVERDE,17,Celtis australis,3392,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,VILLAVERDE,17,Platanus x hispanica,3048,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,VILLAVERDE,17,Ligustrum japonicum,2132,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,VILLAVERDE,17,Melia azedarach,1907,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,VILLAVERDE,17,Pinus pinea,1811,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,VILLAVERDE,17,Prunus cerasifera subsp. pissardii,1684,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,VILLAVERDE,17,Robinia pseudoacacia,1650,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,VILLAVERDE,17,Aesculus hippocastanum,1583,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,VILLAVERDE,17,Pinus halepensis,1545,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,VILLAVERDE,17,Acer negundo,1201,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,VILLAVERDE,17,Catalpa bignonioides,1054,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,VILLAVERDE,17,Otros,12482,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,,,Total,38787,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,VILLA DE VALLECAS,18,Platanus x hispanica,5025,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,VILLA DE VALLECAS,18,Celtis australis,2887,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,VILLA DE VALLECAS,18,Pinus halepensis,2706,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,VILLA DE VALLECAS,18,Acer negundo,2170,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,VILLA DE VALLECAS,18,Ulmus pumila,1847,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,VILLA DE VALLECAS,18,Robinia pseudoacacia,1822,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,VILLA DE VALLECAS,18,Melia azedarach,1230,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,VILLA DE VALLECAS,18,Cupressus sempervirens,1196,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,VILLA DE VALLECAS,18,Pinus pinea,1139,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,VILLA DE VALLECAS,18,Aesculus hippocastanum,996,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,VILLA DE VALLECAS,18,Otros,14955,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,,,Total,35973,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,VICÁLVARO,19,Celtis australis,2331,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,VICÁLVARO,19,Ligustrum japonicum,1941,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,VICÁLVARO,19,Pyrus calleryana,1923,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,VICÁLVARO,19,Platanus x hispanica,1878,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,VICÁLVARO,19,Platanus orientalis,1749,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,VICÁLVARO,19,Pinus pinea,1637,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,VICÁLVARO,19,Styphnolobium japonicum,1497,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,VICÁLVARO,19,Robinia pseudoacacia,1416,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,VICÁLVARO,19,Ulmus pumila,1214,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,VICÁLVARO,19,Aesculus hippocastanum,1180,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,VICÁLVARO,19,Otros,14726,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,,,Total,31492,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,SAN BLAS - CANILLEJAS,20,Platanus x hispanica,8230,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,SAN BLAS - CANILLEJAS,20,Pinus halepensis,4882,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,SAN BLAS - CANILLEJAS,20,Pinus pinea,4095,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,SAN BLAS - CANILLEJAS,20,Celtis australis,2629,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,SAN BLAS - CANILLEJAS,20,Acer negundo,1910,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,SAN BLAS - CANILLEJAS,20,Robinia pseudoacacia,1846,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,SAN BLAS - CANILLEJAS,20,Aesculus hippocastanum,1489,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,SAN BLAS - CANILLEJAS,20,Ulmus sp,1408,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,SAN BLAS - CANILLEJAS,20,Ulmus pumila,1139,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,SAN BLAS - CANILLEJAS,20,Prunus cerasifera subsp. pissardii,1139,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,SAN BLAS - CANILLEJAS,20,Ligustrum japonicum,1101,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,SAN BLAS - CANILLEJAS,20,Otros,17262,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,,,Total,47130,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,BARAJAS,21,Platanus x hispanica,3051,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,BARAJAS,21,Styphnolobium japonicum,954,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,BARAJAS,21,Celtis australis,914,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,BARAJAS,21,Robinia pseudoacacia,778,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,BARAJAS,21,Ligustrum japonicum,711,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,BARAJAS,21,Catalpa bignonioides,704,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,BARAJAS,21,Melia azedarach,651,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,BARAJAS,21,Pinus pinea,572,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,BARAJAS,21,Pinus halepensis,572,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,BARAJAS,21,Prunus cerasifera subsp. pissardii,504,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,BARAJAS,21,Acer negundo,381,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,BARAJAS,21,Gleditsia triacanthos,362,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,BARAJAS,21,Otros,7322,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,,,Total,17476,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,,,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,,,TOTAL:,655.860,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,,,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,NOTA:,,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,EN ESTE INFORME NO SE HAN CONSIDERADO LOS ELEMENTOS CLASIFICADOS COMO PALMACEAS.,,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,EN MADRID EXISTEN 2.916 PALMACEAS EN CONSERVACIÓN POR LA S.G. DE CONSERVACIÓN DE ZONAS VERDES Y ARBOLADO URBANO,,,,,,,
AREAS_CANINAS_2023.csv,CHAMBERI,07,,,7243273,076,VALLEHERMOSO,CALLE CEA BERMUDEZ
AREAS_CANINAS_2023.csv,SAN BLAS-CANILLEJAS,20,,,3580438,204,ARCOS,CALLE ARCOS DEL JALON
AREAS_CANINAS_2023.csv,SAN BLAS-CANILLEJAS,20,,,3580440,204,ARCOS,CALLE ARCOS DEL JALON
AREAS_CANINAS_2023.csv,TETUAN,06,,,5003498,062,CUATRO CAMINOS,CALLE GENERAL RAMIREZ DE MADRID
AREAS_CANINAS_2023.csv,BARAJAS,21,,,3569057,213,CASCO H.BARAJAS,AVENIDA LOGROÑO
AREAS_CANINAS_2023.csv,CIUDAD LINEAL,15,,,3569404,153,QUINTANA,CALLE VIRGEN DE LLUC
AREAS_CANINAS_2023.csv,CIUDAD LINEAL,15,,,3569403,154,CONCEPCION,CALLE VIRGEN DE NURIA
AREAS_CANINAS_2023.csv,CIUDAD LINEAL,15,,,3570066,154,CONCEPCION,CALLE ARTURO SORIA
AREAS_CANINAS_2023.csv,CIUDAD LINEAL,15,,,3570068,159,COSTILLARES,CALLE CALERUEGA
AREAS_CANINAS_2023.csv,CIUDAD LINEAL,15,,,3570069,152,PUEBLO NUEVO,CALLE NICOLAS SALMERON
AREAS_CANINAS_2023.csv,CIUDAD LINEAL,15,,,3570074,152,PUEBLO NUEVO,CALLE LUIS RUIZ
AREAS_CANINAS_2023.csv,CIUDAD LINEAL,15,,,3570075,151,VENTAS,CALLE ANTONIO PIRALA
AREAS_CANINAS_2023.csv,CIUDAD LINEAL,15,,,3570067,152,PUEBLO NUEVO,CALLE PEPE ISBERT
AREAS_CANINAS_2023.csv,CIUDAD LINEAL,15,,,3570070,151,VENTAS,AVENIDA MARQUES DE CORBERA
AREAS_CANINAS_2023.csv,CIUDAD LINEAL,15,,,3570072,151,VENTAS,CALLE GERARDO CORDON
AREAS_CANINAS_2023.csv,HORTALEZA,16,,,3575532,165,APOSTOL SANTIAGO,CARRETERA ESTACION DE HORTALEZA
AREAS_CANINAS_2023.csv,HORTALEZA,16,,,3575533,164,PINAR DEL REY,CALLE MACUAJE
AREAS_CANINAS_2023.csv,HORTALEZA,16,,,3575535,166,VALDEFUENTES,AVENIDA MANOTERAS
AREAS_CANINAS_2023.csv,HORTALEZA,16,,,3575538,165,APOSTOL SANTIAGO,CALLE MONOVAR
AREAS_CANINAS_2023.csv,HORTALEZA,16,,,3575539,164,PINAR DEL REY,CALLE SANTA ADELA
AREAS_CANINAS_2023.csv,HORTALEZA,16,,,3575534,165,APOSTOL SANTIAGO,CALLE SOMONTIN
AREAS_CANINAS_2023.csv,HORTALEZA,16,,,3575537,164,PINAR DEL REY,CALLE CAPITAN CORTES
AREAS_CANINAS_2023.csv,SAN BLAS-CANILLEJAS,20,,,3580432,206,REJAS,CALLE DEYANIRA
AREAS_CANINAS_2023.csv,SAN BLAS-CANILLEJAS,20,,,3580433,207,CANILLEJAS,CALLE GONZALO TORRENTE BALLESTER
AREAS_CANINAS_2023.csv,SAN BLAS-CANILLEJAS,20,,,3580434,207,CANILLEJAS,CALLE GONZALO TORRENTE BALLESTER
AREAS_CANINAS_2023.csv,SAN BLAS-CANILLEJAS,20,,,3580436,204,ARCOS,AVENIDA GUADALAJARA
AREAS_CANINAS_2023.csv,SAN BLAS-CANILLEJAS,20,,,3580437,204,ARCOS,AVENIDA CANILLEJAS A VICALVARO
AREAS_CANINAS_2023.csv,SAN BLAS-CANILLEJAS,20,,,3580439,207,CANILLEJAS,CALLE CIRCE
AREAS_CANINAS_2023.csv,SAN BLAS-CANILLEJAS,20,,,3580441,205,ROSAS,AVENIDA CANILLEJAS A VICALVARO
AREAS_CANINAS_2023.csv,SAN BLAS-CANILLEJAS,20,,,4991235,206,REJAS,CALLE NAVARIDAS
AREAS_CANINAS_2023.csv,CHAMBERI,07,,,4996484,076,VALLEHERMOSO,CALLEJON MAGALLANES
AREAS_CANINAS_2023.csv,USERA,12,,,4996493,121,ORCASITAS,CALLE SEGURA
AREAS_CANINAS_2023.csv,CARABANCHEL,11,,,4996495,114,VISTA ALEGRE,CALLE PINGÜINO
AREAS_CANINAS_2023.csv,USERA,12,,,4996497,123,SAN FERMIN,CALLE CORINDON
AREAS_CANINAS_2023.csv,CARABANCHEL,11,,,4996500,116,BUENAVISTA,CAMINO CRUCES
AREAS_CANINAS_2023.csv,VICALVARO,19,,,4996514,193,VALDERRIVAS,CALLE MINERVA
AREAS_CANINAS_2023.csv,VICALVARO,19,,,4996516,191,CASCO H.VICALVARO,CALLE AMBROZ
AREAS_CANINAS_2023.csv,VICALVARO,19,,,4996517,192,VALDEBERNARDO,PLAZA JUAN ROF CARBALLO
AREAS_CANINAS_2023.csv,VICALVARO,19,,,4996518,192,VALDEBERNARDO,CALLE LADERA DE LOS ALMENDROS
AREAS_CANINAS_2023.csv,VICALVARO,19,,,4996519,191,CASCO H.VICALVARO,AVENIDA DAROCA
AREAS_CANINAS_2023.csv,VICALVARO,19,,,4996520,192,VALDEBERNARDO,CAMINO VIEJO DE VICALVARO
AREAS_CANINAS_2023.csv,VICALVARO,19,,,4996521,192,VALDEBERNARDO,CALLE PINILLAS
AREAS_CANINAS_2023.csv,VICALVARO,19,,,4996522,191,CASCO H.VICALVARO,CALLE MERCURIO
AREAS_CANINAS_2023.csv,VICALVARO,19,,,4996523,192,VALDEBERNARDO,PLAZA ROSA CHACEL
AREAS_CANINAS_2023.csv,VICALVARO,19,,,4996524,192,VALDEBERNARDO,CALLE LADERA DE LOS ALMENDROS
AREAS_CANINAS_2023.csv,VICALVARO,19,,,4996525,192,VALDEBERNARDO,PLAZA JUAN CARLOS ONETTI
AREAS_CANINAS_2023.csv,VILLAVERDE,17,,,4996527,175,LOS ANGELES,CALLE MENASALBAS
AREAS_CANINAS_2023.csv,VILLAVERDE,17,,,4996528,173,BUTARQUE,AVENIDA LOS ROSALES
AREAS_CANINAS_2023.csv,VILLAVERDE,17,,,4996529,174,LOS ROSALES,CALLE COALICION
AREAS_CANINAS_2023.csv,VILLAVERDE,17,,,4996530,171,VILLAVERDE ALTO C.H.,CALLE AFLUENTES
AREAS_CANINAS_2023.csv,VILLAVERDE,17,,,4996531,175,LOS ANGELES,CALLE SANTIAGO AMON
AREAS_CANINAS_2023.csv,VILLAVERDE,17,,,4996532,171,VILLAVERDE ALTO C.H.,PLAZA GOMEZ ACEBO
AREAS_CANINAS_2023.csv,CARABANCHEL,11,,,4996533,114,VISTA ALEGRE,PASEO MARCELINO CAMACHO
AREAS_CANINAS_2023.csv,CARABANCHEL,11,,,4996536,113,SAN ISIDRO,CALLE FAROLILLO
AREAS_CANINAS_2023.csv,CARABANCHEL,11,,,4996537,112,OPAÑEL,CALLE PORTALEGRE
AREAS_CANINAS_2023.csv,CARABANCHEL,11,,,4996539,117,ABRANTES,CALLE ANTONIO ROMERO
AREAS_CANINAS_2023.csv,CARABANCHEL,11,,,4996540,115,PUERTA BONITA,CALLE CONDE DE MORPHY
AREAS_CANINAS_2023.csv,VILLA DE VALLECAS,18,,,4996545,181,CASCO H.VALLECAS,CAMINO SUERTE
AREAS_CANINAS_2023.csv,VILLA DE VALLECAS,18,,,4996546,181,CASCO H.VALLECAS,CALLE VILLAR DEL POZO
AREAS_CANINAS_2023.csv,VILLA DE VALLECAS,18,,,4996547,181,CASCO H.VALLECAS,CALLE CABEZA MESADA
AREAS_CANINAS_2023.csv,MORATALAZ,14,,,4996548,146,VINATEROS,CALLE HACIENDA DE PAVONES
AREAS_CANINAS_2023.csv,MORATALAZ,14,,,4996549,143,MARROQUINA,CALLE CAMINO DE LOS VINATEROS
AREAS_CANINAS_2023.csv,MORATALAZ,14,,,4996550,141,PAVONES,CALLE VALDEBERNARDO
AREAS_CANINAS_2023.csv,MORATALAZ,14,,,4996551,145,FONTARRON,CALLE ENCOMIENDA DE PALACIOS
AREAS_CANINAS_2023.csv,MORATALAZ,14,,,4996553,141,PAVONES,CALLE ARROYO FONTARRON
AREAS_CANINAS_2023.csv,PUENTE DE VALLECAS,13,,,4996554,136,NUMANCIA,CALLE FERNANDO GIRALDEZ
AREAS_CANINAS_2023.csv,PUENTE DE VALLECAS,13,,,4996556,135,PORTAZGO,CALLE TANGER
AREAS_CANINAS_2023.csv,PUENTE DE VALLECAS,13,,,4996559,131,ENTREVIAS,RONDA SUR
AREAS_CANINAS_2023.csv,PUENTE DE VALLECAS,13,,,4996562,133,PALOMERAS BAJAS,CALLE VIRIDIANA
AREAS_CANINAS_2023.csv,PUENTE DE VALLECAS,13,,,4996575,134,PALOMERAS SURESTE,CALLE TROLE
AREAS_CANINAS_2023.csv,CARABANCHEL,11,,,4996578,115,PUERTA BONITA,AVENIDA ABRANTES
AREAS_CANINAS_2023.csv,ARGANZUELA,02,,,4996586,024,LEGAZPI,CALLE PUERTO DE BEJAR
AREAS_CANINAS_2023.csv,ARGANZUELA,02,,,4996591,025,DELICIAS,CALLE TOMAS BRETON
AREAS_CANINAS_2023.csv,ARGANZUELA,02,,,4996660,022,ACACIAS,CALLE ARGANDA
AREAS_CANINAS_2023.csv,RETIRO,03,,,4996986,031,PACIFICO,PASEO INFANTA ISABEL
AREAS_CANINAS_2023.csv,RETIRO,03,,,4997032,036,NIÑO JESUS,CALLE ANUNCIACION
AREAS_CANINAS_2023.csv,SALAMANCA,04,,,4997144,043,FUENTE DEL BERRO,PLAZA AMERICA ESPAÑOLA
AREAS_CANINAS_2023.csv,SALAMANCA,04,,,4997171,044,GUINDALERA,AVENIDA AMERICA
AREAS_CANINAS_2023.csv,SALAMANCA,04,,,4997200,044,GUINDALERA,CALLE BERLIN
AREAS_CANINAS_2023.csv,SALAMANCA,04,,,4997212,044,GUINDALERA,CALLE FLORESTAN AGUILAR
AREAS_CANINAS_2023.csv,CHAMARTIN,05,,,4997227,054,HISPANOAMERICA,CALLE COLOMBIA
AREAS_CANINAS_2023.csv,LATINA,10,,,4997300,104,ALUCHE,CALLE VALMOJADO
AREAS_CANINAS_2023.csv,FUENCARRAL-EL PARDO,08,,,4997902,083,PEÑA GRANDE,CALLE VALLE DE MENA
AREAS_CANINAS_2023.csv,MONCLOA-ARAVACA,09,,,4997956,093,CIUDAD UNIVERSITARIA,CALLE VALLE DE ARAN
AREAS_CANINAS_2023.csv,MONCLOA-ARAVACA,09,,,4997993,097,ARAVACA,AVENIDA EUROPA
AREAS_CANINAS_2023.csv,MONCLOA-ARAVACA,09,,,4997994,095,VALDEMARIN,AVENIDA VALDEMARIN
AREAS_CANINAS_2023.csv,MONCLOA-ARAVACA,09,,,4997995,094,VALDEZARZA,CALLE OFELIA NIETO
AREAS_CANINAS_2023.csv,MONCLOA-ARAVACA,09,,,4997996,094,VALDEZARZA,CALLE VALDERREY
AREAS_CANINAS_2023.csv,LATINA,10,,,4997997,107,LAS AGUILAS,AVENIDA LAS AGUILAS
AREAS_CANINAS_2023.csv,FUENCARRAL-EL PARDO,08,,,4997998,084,EL PILAR,CALLE FERMIN CABALLERO
AREAS_CANINAS_2023.csv,MONCLOA-ARAVACA,09,,,4997999,097,ARAVACA,CALLE GOLONDRINA
AREAS_CANINAS_2023.csv,LATINA,10,,,4998010,103,LUCERO,CALLE ANTOLIN GARCIA
AREAS_CANINAS_2023.csv,USERA,12,,,4998027,126,ZOFIO,CALLE MARCELO USERA
AREAS_CANINAS_2023.csv,LATINA,10,,,5000253,107,LAS AGUILAS,CALLE FRAY JOSE CERDEIRIÑA
AREAS_CANINAS_2023.csv,FUENCARRAL-EL PARDO,08,,,5003208,083,PEÑA GRANDE,CALLE JOAQUIN LORENZO
AREAS_CANINAS_2023.csv,LATINA,10,,,5003319,107,LAS AGUILAS,CALLE FRAY JOSE CERDEIRIÑA
AREAS_CANINAS_2023.csv,CHAMBERI,07,,,5003401,072,ARAPILES,PLAZA CONDE DEL VALLE DE SUCHIL
AREAS_CANINAS_2023.csv,TETUAN,06,,,5003496,062,CUATRO CAMINOS,CALLE SAN GERMAN
AREAS_CANINAS_2023.csv,TETUAN,06,,,5003499,065,VALDEACEDERAS,CALLE GABRIEL PORTADALES
AREAS_CANINAS_2023.csv,TETUAN,06,,,5003500,064,ALMENARA,AVENIDA ASTURIAS
AREAS_CANINAS_2023.csv,TETUAN,06,,,5005553,064,ALMENARA,CALLE CAÑAVERAL
AREAS_CANINAS_2023.csv,TETUAN,06,,,5005554,065,VALDEACEDERAS,CALLE VEZA
AREAS_CANINAS_2023.csv,VILLA DE VALLECAS,18,,,5068828,183,ENSANCHE DE VALLECAS,CALLE RAYO VALLECANO DE MADRID
AREAS_CANINAS_2023.csv,MORATALAZ,14,,,5107681,145,FONTARRON,CALLE MANUEL MARIA ARRILLAGA
AREAS_CANINAS_2023.csv,CENTRO,01,,,5003458,012,EMBAJADORES,CALLE CASINO
AREAS_CANINAS_2023.csv,RETIRO,03,,,4998011,032,ADELFAS,CALLE CERRO NEGRO
AREAS_CANINAS_2023.csv,RETIRO,03,,,5148516,031,PACIFICO,CALLE COCHERAS
AREAS_CANINAS_2023.csv,FUENCARRAL-EL PARDO,08,,,5183029,085,LA PAZ,CALLE SANGENJO
AREAS_CANINAS_2023.csv,MONCLOA-ARAVACA,09,,,5203827,097,ARAVACA,PASEO ERMITA
AREAS_CANINAS_2023.csv,TETUAN,06,,,5211510,065,VALDEACEDERAS,
AREAS_CANINAS_2023.csv,LATINA,10,,,5214741,104,ALUCHE,CALLE LOS YEBENES
AREAS_CANINAS_2023.csv,ARGANZUELA,02,,,5214761,024,LEGAZPI,AVENIDA PLANETARIO
AREAS_CANINAS_2023.csv,SALAMANCA,04,,,5215845,043,FUENTE DEL BERRO,CALLE SANCHO DAVILA
AREAS_CANINAS_2023.csv,MONCLOA-ARAVACA,09,,,5214758,093,CIUDAD UNIVERSITARIA,CALLE RECTOR ROYO-VILLANOVA
AREAS_CANINAS_2023.csv,CHAMBERI,07,,,5003417,072,ARAPILES,CALLE GALILEO
AREAS_CANINAS_2023.csv,PUENTE DE VALLECAS,13,,,5235589,133,PALOMERAS BAJAS,CALLE PUERTO DE COSTABONA
AREAS_CANINAS_2023.csv,SAN BLAS-CANILLEJAS,20,,,6293496,206,REJAS,CALLE PIRRA
AREAS_CANINAS_2023.csv,TETUAN,06,,,5003497,063,CASTILLEJOS,AVENIDA BRASIL
AREAS_CANINAS_2023.csv,CHAMBERI,07,,,7163446,076,VALLEHERMOSO,
AREAS_CANINAS_2023.csv,CHAMBERI,07,,,5003407,075,RIOS ROSAS,CALLE FERNANDEZ DE LA HOZ
AREAS_CANINAS_2023.csv,FUENCARRAL-EL PARDO,08,,,7872575,086,VALVERDE,CALLE VILLACASTIN
AREAS_CANINAS_2023.csv,FUENCARRAL-EL PARDO,08,,,7872577,086,VALVERDE,CALLE ISLAS JARVI
AREAS_CANINAS_2023.csv,FUENCARRAL-EL PARDO,08,,,7872635,083,PEÑA GRANDE,CALLE PICO DE MAJALASNA
AREAS_CANINAS_2023.csv,CIUDAD LINEAL,15,,,8781349,152,PUEBLO NUEVO,CALLE EZEQUIEL SOLANA
AREAS_CANINAS_2023.csv,LATINA,10,,,4998023,102,PUERTA DEL ANGEL,CALLE CARAMUEL
AREAS_CANINAS_2023.csv,RETIRO,03,,,4998041,033,ESTRELLA,CALLE JUAN ESPLANDIU
AREAS_CANINAS_2023.csv,USERA,12,,,4996526,126,ZOFIO,AVENIDA RAFAELA YBARRA
AREAS_CANINAS_2023.csv,TETUAN,06,,,5003681,064,ALMENARA,CALLE SINESIO DELGADO
AREAS_CANINAS_2023.csv,CIUDAD LINEAL,15,,,3570073,159,COSTILLARES,CALLE GOLFO DE SALONICA
AREAS_CANINAS_2023.csv,HORTALEZA,16,,,3575536,162,PIOVERA,CALLE FLORENCIO CASTILLO
AREAS_CANINAS_2023.csv,USERA,12,,,4996498,121,ORCASITAS,RONDA COOPERATIVAS
AREAS_CANINAS_2023.csv,ARGANZUELA,02,,,4996676,026,PALOS DE LA FRONTERA,CALLE CANARIAS
