File,Nombre_Distrito,Wikidata_Distrito,N_Distrito,Nombre_Especie,Wikidata_Especies,N_Unidades 2022,ID_Parque_Canino,N_Barrio,Nombre_Barrio,Wikidata_Barrio,Direccion,Wikidata_Direccion
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Carabanchel,https://wikidata.org/entity/Q1001991,11,Ligustrum japonicum,https://wikidata.org/entity/Q1209219,945,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Carabanchel,https://wikidata.org/entity/Q1001991,11,Melia azedarach,https://wikidata.org/entity/Q162171,776,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Carabanchel,https://wikidata.org/entity/Q1001991,11,Otros,,13159,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,,,,Total,,41522,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Usera,https://wikidata.org/entity/Q953368,12,Platanus × hispanica,https://wikidata.org/entity/Q161374,4955,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Usera,https://wikidata.org/entity/Q953368,12,Ulmus pumila,,3697,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Usera,https://wikidata.org/entity/Q953368,12,Pinus pinea,https://wikidata.org/entity/Q106094,2042,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Usera,https://wikidata.org/entity/Q953368,12,Robinia pseudoacacia,,1979,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Usera,https://wikidata.org/entity/Q953368,12,Celtis australis,https://wikidata.org/entity/Q255375,1496,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Usera,https://wikidata.org/entity/Q953368,12,Styphnolobium japonicum,https://wikidata.org/entity/Q288558,1320,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Usera,https://wikidata.org/entity/Q953368,12,Acer negundo,https://wikidata.org/entity/Q161166,1143,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Usera,https://wikidata.org/entity/Q953368,12,Cedrus deodara,https://wikidata.org/entity/Q146935,773,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Usera,https://wikidata.org/entity/Q953368,12,Melia azedarach,https://wikidata.org/entity/Q162171,730,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Usera,https://wikidata.org/entity/Q953368,12,Ligustrum japonicum,https://wikidata.org/entity/Q1209219,613,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Usera,https://wikidata.org/entity/Q953368,12,Prunus cerasifera,https://wikidata.org/entity/Q146951,606,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Usera,https://wikidata.org/entity/Q953368,12,Platanus orientalis,https://wikidata.org/entity/Q161105,596,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Usera,https://wikidata.org/entity/Q953368,12,Otros,,10987,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,,,,Total,,30937,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Puente de Vallecas,https://wikidata.org/entity/Q2003054,13,Platanus × hispanica,https://wikidata.org/entity/Q161374,4434,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Puente de Vallecas,https://wikidata.org/entity/Q2003054,13,Platanus orientalis,https://wikidata.org/entity/Q161105,4342,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Puente de Vallecas,https://wikidata.org/entity/Q2003054,13,Styphnolobium japonicum,https://wikidata.org/entity/Q288558,3455,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Puente de Vallecas,https://wikidata.org/entity/Q2003054,13,Robinia pseudoacacia,,3408,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Puente de Vallecas,https://wikidata.org/entity/Q2003054,13,Ulmus pumila,,3034,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Puente de Vallecas,https://wikidata.org/entity/Q2003054,13,Pinus pinea,https://wikidata.org/entity/Q106094,2449,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Puente de Vallecas,https://wikidata.org/entity/Q2003054,13,Acer negundo,https://wikidata.org/entity/Q161166,2229,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Puente de Vallecas,https://wikidata.org/entity/Q2003054,13,Ligustrum japonicum,https://wikidata.org/entity/Q1209219,2090,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Puente de Vallecas,https://wikidata.org/entity/Q2003054,13,Celtis australis,https://wikidata.org/entity/Q255375,1349,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Puente de Vallecas,https://wikidata.org/entity/Q2003054,13,Catalpa bignonioides,https://wikidata.org/entity/Q163831,1090,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Puente de Vallecas,https://wikidata.org/entity/Q2003054,13,Prunus cerasifera  subsp. pissardii,,1080,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Puente de Vallecas,https://wikidata.org/entity/Q2003054,13,Melia azedarach,https://wikidata.org/entity/Q162171,1015,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Puente de Vallecas,https://wikidata.org/entity/Q2003054,13,Otros,,14954,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,,,,Total,,44929,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Moratalaz,https://wikidata.org/entity/Q2076109,14,Ulmus pumila,,5742,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Moratalaz,https://wikidata.org/entity/Q2076109,14,Platanus × hispanica,https://wikidata.org/entity/Q161374,1986,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Moratalaz,https://wikidata.org/entity/Q2076109,14,Pinus pinea,https://wikidata.org/entity/Q106094,1957,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Moratalaz,https://wikidata.org/entity/Q2076109,14,Celtis australis,https://wikidata.org/entity/Q255375,1708,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Moratalaz,https://wikidata.org/entity/Q2076109,14,Acer negundo,https://wikidata.org/entity/Q161166,1217,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Moratalaz,https://wikidata.org/entity/Q2076109,14,Platanus orientalis,https://wikidata.org/entity/Q161105,1067,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Moratalaz,https://wikidata.org/entity/Q2076109,14,Prunus cerasifera  subsp. pissardii,,748,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Moratalaz,https://wikidata.org/entity/Q2076109,14,Melia azedarach,https://wikidata.org/entity/Q162171,671,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Moratalaz,https://wikidata.org/entity/Q2076109,14,Acer pseudoplatanus,https://wikidata.org/entity/Q156944,595,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Moratalaz,https://wikidata.org/entity/Q2076109,14,Catalpa bignonioides,https://wikidata.org/entity/Q163831,578,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Moratalaz,https://wikidata.org/entity/Q2076109,14,Otros,,8512,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,,,,Total,,24781,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Ciudad Lineal,https://wikidata.org/entity/Q1763694,15,Platanus × hispanica,https://wikidata.org/entity/Q161374,4680,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Ciudad Lineal,https://wikidata.org/entity/Q1763694,15,Ulmus pumila,,4439,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Ciudad Lineal,https://wikidata.org/entity/Q1763694,15,Pinus pinea,https://wikidata.org/entity/Q106094,4130,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Ciudad Lineal,https://wikidata.org/entity/Q1763694,15,Styphnolobium japonicum,https://wikidata.org/entity/Q288558,1684,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Ciudad Lineal,https://wikidata.org/entity/Q1763694,15,Prunus cerasifera  subsp. pissardii,,1629,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Ciudad Lineal,https://wikidata.org/entity/Q1763694,15,Celtis australis,https://wikidata.org/entity/Q255375,1420,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Ciudad Lineal,https://wikidata.org/entity/Q1763694,15,Robinia pseudoacacia,,1415,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Ciudad Lineal,https://wikidata.org/entity/Q1763694,15,Acer negundo,https://wikidata.org/entity/Q161166,1329,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Ciudad Lineal,https://wikidata.org/entity/Q1763694,15,Cupressus sempervirens,https://wikidata.org/entity/Q147513,1021,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Ciudad Lineal,https://wikidata.org/entity/Q1763694,15,Pinus halepensis,https://wikidata.org/entity/Q211457,984,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Ciudad Lineal,https://wikidata.org/entity/Q1763694,15,Prunus dulcis,https://wikidata.org/entity/Q39918,935,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Ciudad Lineal,https://wikidata.org/entity/Q1763694,15,Otros,,16236,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,,,,Total,,39902,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Hortaleza,https://wikidata.org/entity/Q1928529,16,Platanus × hispanica,https://wikidata.org/entity/Q161374,4529,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Hortaleza,https://wikidata.org/entity/Q1928529,16,Pinus pinea,https://wikidata.org/entity/Q106094,4213,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Hortaleza,https://wikidata.org/entity/Q1928529,16,Celtis australis,https://wikidata.org/entity/Q255375,3218,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Hortaleza,https://wikidata.org/entity/Q1928529,16,Styphnolobium japonicum,https://wikidata.org/entity/Q288558,2462,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Hortaleza,https://wikidata.org/entity/Q1928529,16,Acer negundo,https://wikidata.org/entity/Q161166,2109,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Hortaleza,https://wikidata.org/entity/Q1928529,16,Cupressus sempervirens,https://wikidata.org/entity/Q147513,2108,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Hortaleza,https://wikidata.org/entity/Q1928529,16,Robinia pseudoacacia,,1856,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Hortaleza,https://wikidata.org/entity/Q1928529,16,Prunus cerasifera  subsp. pissardii,,1856,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Hortaleza,https://wikidata.org/entity/Q1928529,16,Ligustrum japonicum,https://wikidata.org/entity/Q1209219,1593,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Hortaleza,https://wikidata.org/entity/Q1928529,16,Ulmus pumila,,1447,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Hortaleza,https://wikidata.org/entity/Q1928529,16,Populus alba,https://wikidata.org/entity/Q146269,1232,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Hortaleza,https://wikidata.org/entity/Q1928529,16,Aesculus hippocastanum,https://wikidata.org/entity/Q26899,1213,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Hortaleza,https://wikidata.org/entity/Q1928529,16,Melia azedarach,https://wikidata.org/entity/Q162171,1189,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Hortaleza,https://wikidata.org/entity/Q1928529,16,Ulmus minor,https://wikidata.org/entity/Q147487,1171,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Hortaleza,https://wikidata.org/entity/Q1928529,16,Otros,,23960,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,,,,Total,,54156,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Villaverde,https://wikidata.org/entity/Q919536,17,Ulmus pumila,,5298,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Villaverde,https://wikidata.org/entity/Q919536,17,Celtis australis,https://wikidata.org/entity/Q255375,3392,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Villaverde,https://wikidata.org/entity/Q919536,17,Platanus × hispanica,https://wikidata.org/entity/Q161374,3048,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Villaverde,https://wikidata.org/entity/Q919536,17,Ligustrum japonicum,https://wikidata.org/entity/Q1209219,2132,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Villaverde,https://wikidata.org/entity/Q919536,17,Melia azedarach,https://wikidata.org/entity/Q162171,1907,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Villaverde,https://wikidata.org/entity/Q919536,17,Pinus pinea,https://wikidata.org/entity/Q106094,1811,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Villaverde,https://wikidata.org/entity/Q919536,17,Prunus cerasifera  subsp. pissardii,,1684,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Villaverde,https://wikidata.org/entity/Q919536,17,Robinia pseudoacacia,,1650,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Villaverde,https://wikidata.org/entity/Q919536,17,Aesculus hippocastanum,https://wikidata.org/entity/Q26899,1583,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Villaverde,https://wikidata.org/entity/Q919536,17,Pinus halepensis,https://wikidata.org/entity/Q211457,1545,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Villaverde,https://wikidata.org/entity/Q919536,17,Acer negundo,https://wikidata.org/entity/Q161166,1201,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Villaverde,https://wikidata.org/entity/Q919536,17,Catalpa bignonioides,https://wikidata.org/entity/Q163831,1054,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Villaverde,https://wikidata.org/entity/Q919536,17,Otros,,12482,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,,,,Total,,38787,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Villa de Vallecas,https://wikidata.org/entity/Q1947988,18,Platanus × hispanica,https://wikidata.org/entity/Q161374,5025,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Villa de Vallecas,https://wikidata.org/entity/Q1947988,18,Celtis australis,https://wikidata.org/entity/Q255375,2887,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Villa de Vallecas,https://wikidata.org/entity/Q1947988,18,Pinus halepensis,https://wikidata.org/entity/Q211457,2706,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Villa de Vallecas,https://wikidata.org/entity/Q1947988,18,Acer negundo,https://wikidata.org/entity/Q161166,2170,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Villa de Vallecas,https://wikidata.org/entity/Q1947988,18,Ulmus pumila,,1847,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Villa de Vallecas,https://wikidata.org/entity/Q1947988,18,Robinia pseudoacacia,,1822,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Villa de Vallecas,https://wikidata.org/entity/Q1947988,18,Melia azedarach,https://wikidata.org/entity/Q162171,1230,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Villa de Vallecas,https://wikidata.org/entity/Q1947988,18,Cupressus sempervirens,https://wikidata.org/entity/Q147513,1196,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Villa de Vallecas,https://wikidata.org/entity/Q1947988,18,Pinus pinea,https://wikidata.org/entity/Q106094,1139,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Villa de Vallecas,https://wikidata.org/entity/Q1947988,18,Aesculus hippocastanum,https://wikidata.org/entity/Q26899,996,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Villa de Vallecas,https://wikidata.org/entity/Q1947988,18,Otros,,14955,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,,,,Total,,35973,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Vicálvaro,https://wikidata.org/entity/Q589403,19,Celtis australis,https://wikidata.org/entity/Q255375,2331,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Vicálvaro,https://wikidata.org/entity/Q589403,19,Ligustrum japonicum,https://wikidata.org/entity/Q1209219,1941,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Vicálvaro,https://wikidata.org/entity/Q589403,19,Pyrus calleryana,https://wikidata.org/entity/Q3079266,1923,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Vicálvaro,https://wikidata.org/entity/Q589403,19,Platanus × hispanica,https://wikidata.org/entity/Q161374,1878,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Vicálvaro,https://wikidata.org/entity/Q589403,19,Platanus orientalis,https://wikidata.org/entity/Q161105,1749,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Vicálvaro,https://wikidata.org/entity/Q589403,19,Pinus pinea,https://wikidata.org/entity/Q106094,1637,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Vicálvaro,https://wikidata.org/entity/Q589403,19,Styphnolobium japonicum,https://wikidata.org/entity/Q288558,1497,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Vicálvaro,https://wikidata.org/entity/Q589403,19,Robinia pseudoacacia,,1416,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Vicálvaro,https://wikidata.org/entity/Q589403,19,Ulmus pumila,,1214,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Vicálvaro,https://wikidata.org/entity/Q589403,19,Aesculus hippocastanum,https://wikidata.org/entity/Q26899,1180,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Vicálvaro,https://wikidata.org/entity/Q589403,19,Otros,,14726,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,,,,Total,,31492,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20,Platanus × hispanica,https://wikidata.org/entity/Q161374,8230,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20,Pinus halepensis,https://wikidata.org/entity/Q211457,4882,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20,Pinus pinea,https://wikidata.org/entity/Q106094,4095,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20,Celtis australis,https://wikidata.org/entity/Q255375,2629,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20,Acer negundo,https://wikidata.org/entity/Q161166,1910,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20,Robinia pseudoacacia,,1846,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20,Aesculus hippocastanum,https://wikidata.org/entity/Q26899,1489,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20,Ulmus sp,,1408,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20,Ulmus pumila,,1139,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20,Prunus cerasifera  subsp. pissardii,,1139,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20,Ligustrum japonicum,https://wikidata.org/entity/Q1209219,1101,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,20,Otros,,17262,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,,,,Total,,47130,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Barajas,https://wikidata.org/entity/Q807230,21,Platanus × hispanica,https://wikidata.org/entity/Q161374,3051,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Barajas,https://wikidata.org/entity/Q807230,21,Styphnolobium japonicum,https://wikidata.org/entity/Q288558,954,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Barajas,https://wikidata.org/entity/Q807230,21,Celtis australis,https://wikidata.org/entity/Q255375,914,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Barajas,https://wikidata.org/entity/Q807230,21,Robinia pseudoacacia,,778,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Barajas,https://wikidata.org/entity/Q807230,21,Ligustrum japonicum,https://wikidata.org/entity/Q1209219,711,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Barajas,https://wikidata.org/entity/Q807230,21,Catalpa bignonioides,https://wikidata.org/entity/Q163831,704,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Barajas,https://wikidata.org/entity/Q807230,21,Melia azedarach,https://wikidata.org/entity/Q162171,651,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Barajas,https://wikidata.org/entity/Q807230,21,Pinus pinea,https://wikidata.org/entity/Q106094,572,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Barajas,https://wikidata.org/entity/Q807230,21,Pinus halepensis,https://wikidata.org/entity/Q211457,572,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Barajas,https://wikidata.org/entity/Q807230,21,Prunus cerasifera  subsp. pissardii,,504,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Barajas,https://wikidata.org/entity/Q807230,21,Acer negundo,https://wikidata.org/entity/Q161166,381,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Barajas,https://wikidata.org/entity/Q807230,21,Gleditsia triacanthos,https://wikidata.org/entity/Q157650,362,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,Barajas,https://wikidata.org/entity/Q807230,21,Otros,,7322,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,,,,Total,,17476,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,,,,,,,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,,,,TOTAL:,,655.860,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,,,,,,,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,NOTA:,,,,,,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,EN ESTE INFORME NO SE HAN CONSIDERADO LOS ELEMENTOS CLASIFICADOS COMO PALMACEAS.  ,,,,,,,,,,,
01_ArboladoZonasVerdesDistritosCalles_2022.csv,EN MADRID EXISTEN 2.916 PALMACEAS EN CONSERVACIÓN POR LA S.G. DE CONSERVACIÓN DE ZONAS VERDES Y ARBOLADO URBANO,,,,,,,,,,,
AREAS_CANINAS_2023.csv,Chamberí,https://wikidata.org/entity/Q1763370,07,,,,7243273,076,Vallehermoso,https://wikidata.org/entity/Q6122685,calle de Cea Bermúdez,https://wikidata.org/entity/Q26791743
